Time,gps_header.seq,gps_header.stamp.secs,gps_header.stamp.nsecs,gps_header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,grid
1663939763.2524533,0,48563,0,GPS1_Frame,42.31401000000001,-71.09868666666667,37.6,327045.19705390185,4686774.249323288,19,T
1663939764.250861,0,48564,0,GPS1_Frame,42.314016666666674,-71.09869666666667,37.5,327044.3911715286,4686775.009934927,19,T
1663939765.2316353,0,48565,0,GPS1_Frame,42.31402500000001,-71.09870666666667,37.3,327043.58985495975,4686775.955616757,19,T
1663939766.230905,0,48566,0,GPS1_Frame,42.31403166666667,-71.09871833333334,37.3,327042.6466155393,4686776.719617184,19,T
1663939767.251921,0,48567,0,GPS1_Frame,42.31403666666667,-71.09872999999999,37.2,327041.6988106435,4686777.298547655,19,T
1663939768.23265,0,48568,0,GPS1_Frame,42.31404333333333,-71.09874166666667,37.2,327040.75557160686,4686778.062548351,19,T
1663939769.23055,0,48569,0,GPS1_Frame,42.314049999999995,-71.09875000000001,37.2,327040.0870475352,4686778.81977189,19,T
1663939770.2514858,0,48570,0,GPS1_Frame,42.314056666666666,-71.09875833333334,37.3,327039.4185236128,4686779.576995498,19,T
1663939771.2527318,0,48571,0,GPS1_Frame,42.314065,-71.09876833333333,37.3,327038.61720825464,4686780.522677936,19,T
1663939772.2531443,0,48572,0,GPS1_Frame,42.314075,-71.09877833333333,37.3,327037.8204589063,4686781.653430566,19,T
1663939773.2535205,0,48573,0,GPS1_Frame,42.31408499999999,-71.09878833333333,37.5,327037.02370982605,4686782.784183295,19,T
1663939774.2535121,0,48574,0,GPS1_Frame,42.314096666666664,-71.09879833333333,37.7,327036.2315268483,4686784.10000622,19,T
1663939775.2344866,0,48575,0,GPS1_Frame,42.314105000000005,-71.09881,37.6,327035.2928552012,4686785.049077795,19,T
1663939776.234555,0,48576,0,GPS1_Frame,42.31411166666667,-71.09882333333333,37.5,327034.2122606742,4686785.816468172,19,T
1663939777.235158,0,48577,0,GPS1_Frame,42.31411666666666,-71.098835,37.5,327033.2644576989,4686786.395399847,19,T
1663939778.2545416,0,48578,0,GPS1_Frame,42.31412333333333,-71.09884833333334,37.4,327032.18386359536,4686787.16279055,19,T
1663939779.2544432,0,48579,0,GPS1_Frame,42.31412999999999,-71.09885833333333,37.3,327031.3779841431,4686787.923403786,19,T
1663939780.250697,0,48580,0,GPS1_Frame,42.31413666666667,-71.09887,37.2,327030.43474767264,4686788.687405959,19,T
1663939781.2526264,0,48581,0,GPS1_Frame,42.314146666666666,-71.09888,37.5,327029.6380006239,4686789.818159598,19,T
1663939782.2308462,0,48582,0,GPS1_Frame,42.314155,-71.09889,37.4,327028.83668779803,4686790.763843242,19,T
1663939783.2539294,0,48583,0,GPS1_Frame,42.314161666666664,-71.0989,37.4,327028.03080913157,4686791.524456889,19,T
1663939784.2321558,0,48584,0,GPS1_Frame,42.31416833333333,-71.09890999999999,37.3,327027.2249306411,4686792.285070635,19,T
1663939785.251882,0,48585,0,GPS1_Frame,42.31417499999999,-71.09891999999999,37.1,327026.4190523247,4686793.045684481,19,T
