Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664214493.2003722,0,64093,0,GPS1_Frame1,42.337675,-71.08679666666667,1.0,4689377.957054468,328089.5787122405,19,T
1664214494.1993537,0,64094,0,GPS1_Frame1,42.33755,-71.08673333333333,1.0,4689363.948715785,328094.4557116042,19,T
1664214495.2006335,0,64095,0,GPS1_Frame1,42.33745833333333,-71.08669833333333,1.0,4689353.6990734385,328097.08935491694,19,T
1664214496.2211452,0,64096,0,GPS1_Frame1,42.337426666666666,-71.086685,1.0,4689350.155776482,328098.1015166703,19,T
1664214497.2005346,0,64097,0,GPS1_Frame1,42.337381666666666,-71.086665,1.0,4689345.118437329,328099.62657365773,19,T
1664214498.200044,0,64098,0,GPS1_Frame1,42.337358333333334,-71.08665166666667,1.0,4689342.500493913,328100.66144537594,19,T
1664214499.2194183,0,64099,0,GPS1_Frame1,42.33732,-71.086645,1.0,4689338.230392519,328101.10621902,19,T
1664214500.2187665,0,64100,0,GPS1_Frame1,42.337313333333334,-71.086625,1.0,4689337.449678239,328102.73573270696,19,T
1664214501.2014651,0,64101,0,GPS1_Frame1,42.337313333333334,-71.08660333333333,1.0,4689337.405877515,328104.5207186255,19,T
1664214502.2194908,0,64102,0,GPS1_Frame1,42.33731,-71.086575,1.0,4689336.978459116,328106.8458484702,19,T
1664214503.2205267,0,64103,0,GPS1_Frame1,42.33731,-71.086555,1.0,4689336.938028632,328108.4935278606,19,T
1664214504.2195354,0,64104,0,GPS1_Frame1,42.33731,-71.086535,1.0,4689336.897598536,328110.1412072532,19,T
1664214505.2197685,0,64105,0,GPS1_Frame1,42.337311666666665,-71.08652,1.0,4689337.052346824,328111.3815079272,19,T
1664214506.2002165,0,64106,0,GPS1_Frame1,42.337315,-71.08650666666666,1.0,4689337.395535051,328112.4890430327,19,T
1664214507.200119,0,64107,0,GPS1_Frame1,42.33732333333333,-71.086495,1.0,4689338.297304364,328113.4728946665,19,T
1664214508.2005115,0,64108,0,GPS1_Frame1,42.337335,-71.08648,1.0,4689339.562476882,328114.7404412834,19,T
